Mixture	AML_blast	CMP	GMP	HSC	LPC	LSC	MEP	MPP	RApos	P-value	Correlation	RMSE
13-00658	0	0.214414245852897	0.310754106001899	0.14750307560531	0.327328572539894	0	0	0	0	0	0.407857381127429	0.957341846114935
13-00659	0	0	0.651681548593718	0.0905005360897914	0.257817915316491	0	0	0	0	0	0.272301167238436	1.08010758351563
13-00660	0.14625156697402	0.143978089910564	0.0677855352825808	0	0.107148057656929	0.0335546392393126	0	0.0580893155042362	0.443192795432358	0	0.187931911300461	1.04600786095739
14-00001	0	0.0559481359184244	0.395458247341183	0.0886672449070276	0.459926371833365	0	0	0	0	0	0.538294274393698	0.851636724092978
14-00012	0.060112316171691	0.0265485158217287	0.0238785154792907	0.255811768332594	0.59945229694438	0	0	0	0.0341965872503163	0	0.0441563135110793	1.11710225518573
14-00015	0.0184475156139194	0	0.100045425426372	0.0593353528318721	0.822171706127836	0	0	0	0	0	0.22689417784929	1.06452573660962
14-00021	0	0.0238426749108657	0.337464920437383	0	0.319390982326336	0	0	0.319301422325415	0	0	0.148266015519515	1.06775357631285
14-00023	0.286947432805906	0.0911714240640152	0.0608860672835214	0.387035330837233	0.165628893664677	0	0	0	0.00833085134464801	0	0.125241365005891	1.09814066778421
14-00026	0.163875284799373	0.00239075444385948	0	0	0.348464136729159	0.0200076660980601	0	0.414127417859883	0.0511347400696651	0	0.388730801723953	0.925893821402294
14-00034	0	0.136566271492714	0.545787757387934	0.208036047403118	0.0248316466860397	0.0495715819049925	0.0230847480333486	0	0.0121219470918532	0	0.854933975348189	0.524701834310953
14-00041	0.128221633889019	0.488846701894197	0.068126681660203	0.309163188120786	0	0	0	0	0.00564179443579501	0	0.787769554611529	0.634027971131652
14-00044	0.00642696523669589	0	0.0492558400021153	0.0781572816558996	0.866159913105289	0	0	0	0	0	0.66266056863136	0.747717150847195
14-00045	0	0.00222092335901182	0.179642578617894	0	0.522056056326489	0.0154790320340454	0.00618376738421975	0	0.274417642278339	0	0.47198294463975	0.885650823882385
14-00053	0.0187271065103419	0.127694680434736	0	0	0.398341841561274	0	0	0.41098998798592	0.0442463835077277	0	0.173994093933941	1.03155108015996
14-00060	0	0.00778530866570469	0.15246438625798	0	0.393147583103468	0	0	0.446602721972847	0	0	0.210814702116811	1.01349865575036
14-00061	0	0.07885221789128	0	0.0470093672844572	0.543507170442203	0	0	0	0.33063124438206	0	0.203495849236529	1.02909027019021
14-00063	0.00394615071121169	0.0647933882586362	0.504150394480965	0.100922681406381	0.0715430269911149	0.105359277424179	0	0	0.149285080727512	0	0.539000459319597	0.851822927532615
14-00064	0.0687339920204484	0.251586230379023	0.18966739679772	0.365985792160781	0	0.00349228721790193	0.120534301424125	0	0	0	0.816438808271633	0.57729681816738
14-00078	0	0.097677093129401	0.295393592856547	0.0303269914310987	0.444284942462099	0	0	0	0.132317380120853	0	0.328874252494992	0.988867162929799
14-00081	0	0.0563826120977974	0.530026199107046	0.178245032044047	0.233946627379939	0	0.00139952937117122	0	0	0	0.586944275327155	0.816056981238416
14-00083	0	0.016533006179512	0.387535410073278	0.149374898592573	0.446556685154637	0	0	0	0	0	0.54767393041305	0.839660801669003
14-00092	0	0.41504075131317	0	0.255617279493736	0.286659548551955	0	0	0	0.0426824206411391	0	0.393799812093134	0.974212186971296
14-00096	0.233212246619109	0.0964108398250047	0	0.253365520371133	0.28689021726502	0	0.0761489558143749	0	0.053972220105358	0	0.397148566009665	0.945472644542998
14-00113	0.0765122112306891	0.0871204050369531	0.0490423828363985	0	0	0.726108057636596	0	0.061216943259363	0	0	0.147814926528603	1.09931327792128
14-00125	0	0.00189097792812888	0.369549023053505	0.0173777530298945	0.605236391081362	0	0	0	0.00594585490710944	0	0.422863035700538	0.942013802874563
14-00126	0	0.00200944114733987	0.538968461411932	0.00991746136244879	0.449104636078279	0	0	0	0	0	0.3355671055988	1.02519362401606
14-00127	0	0.0133400390915238	0.245980374610356	0	0.588749127967974	0	0	0	0.151930458330146	0	0.402799681123158	0.937963247420741
14-00135	0	0.00831186257424409	0.536946546860403	0.18011465982112	0.260125888335678	0	0	0	0.0145010424085554	0	0.425005860520917	0.937627461885741
14-00141	0	0	0.284655368197958	0.0678993726595748	0.647445259142468	0	0	0	0	0	0.708599620895127	0.706868246060468
14-00152	0	0.0152078056870963	0.601999078048168	0.126454524249231	0.256338592015505	0	0	0	0	0	0.407713957398281	0.968104382226677
14-00175	0.532940399618344	0.0226436559484253	0	0.0229791131650659	0.309426895098324	0.0927027665375263	0	0.00289284089423553	0.0164143287380783	0	0.138445297256457	1.18602959796039
14-00184	0.097172031340743	0	0	0.191598430685486	0.54763606796947	0	0	0	0.163593470004301	0	0.34357577394536	0.957004779089493
14-00193	0	0.00595489163464071	0.651955187004135	0.091285108891116	0.162676853932151	0.0619225385077501	0	0	0.0262054200302079	0	0.632525626829846	0.783806206849001
14-00228	0.000644148906420498	0.157019597882487	0	0.227863846223911	0.602799537385558	0	0	0	0.0116728696016235	0	0.139649674855932	1.07546396061179
14-00231	0.127248008119733	0	0	0.116049419804666	0.693974563373716	0	0	0	0.0627280087018848	0	0.166741689936964	1.07863784928965
