Gene	AML_blast	CMP	GMP	HSC	LPC	LSC	MEP	MPP	RApos
RNASET2	6243.71747157143	1597.542861075	3841.77697975	3136.869359	7761.19940975	10273.066911	1663.188197975	2674.2273312625	8388.8664745
ZFC3H1	1897.81243675714	616.21647125	480.590535575	1347.9537683	2859.338745625	3347.349832625	437.8686041	1352.3536945875	1039.333378575
DSE	739.482696057143	431.075529475	591.785047275	832.079146014286	1093.7860762125	1610.1958413875	220.54066973	664.6383452625	506.357700625
RCBTB1	863.075927671429	495.3031792	389.002547875	1571.17529732857	1715.46793225	2490.09216275	346.13334415	1312.1764861375	1211.77507715
CTSC	712.031292728571	269.90513525	465.74768004	329.608559457143	1133.4872456625	1206.26572415	205.904127075	312.7798377875	314.185716
MORC3	1184.78463475714	374.6977015	487.981998025	1505.57297641429	2211.316428375	2554.433936375	382.109459	1233.8211928875	1403.42986305
GPR174	100.071283154286	165.38050555	106.3581530525	44.3464134097143	155.75906993625	220.0280747125	91.996852685	47.57808996875	80.56774793
CCDC76	632.782221042857	357.6737923	337.86176366	909.404226185714	1263.2864322375	1645.995855375	219.390689675	944.60881155	685.8209442
ZFP36	2160.77207845714	1000.393348775	1748.39540375	1122.84888767143	1625.3135325625	3335.8664121875	417.108210775	779.9597343375	1302.688620575
MEF2A	537.026171271429	169.9335690475	486.994760375	212.565938942857	547.3374615875	832.97775485	180.8423102575	229.41922775	651.99229375
KIAA0907	3094.46009	785.612739925	830.549876175	3424.66320457143	4119.720353875	5291.635969	677.908406575	3316.79453325	1997.1806575
SCO1	299.9302486	214.49963543	261.6556705725	307.046942557143	522.3077334	629.4350394125	154.31511989	318.5010644125	238.105834375
C1orf71	1132.23838559286	499.863061775	239.13210104	675.993482764286	1139.69469175	1587.5790408375	267.036303075	703.04546135625	817.148955075
PFKP	3001.783035	1245.592096	912.68216155	1504.77270167143	5251.359702125	4336.591045375	979.405272675	1562.1753744375	1037.3314684
DBI	6945.78278871429	1663.53361875	3975.84795875	2559.90382	7344.263217	8134.676368	959.810001275	2579.650231125	3475.94886425
FLJ39639	466.5026977	208.37504705	131.473534665	179.1430036	230.7346030875	474.63702995	207.5454303125	163.7418453575	198.9799645
ARL13B	164.115708201429	101.527860135	206.3147712	125.56037004	278.35405185	338.7577419	74.0110676975	113.507423705	117.6030330175
LAMP2	769.626570628571	344.87978495	464.969729625	949.928682628571	1246.6702802125	1538.96767975	216.13472715	809.8995470375	730.99616925
ORMDL2	793.250980014286	434.38026565	747.510682825	420.821984642857	1338.9706636125	1429.943200125	280.285219025	442.43737575	459.936707575
NP	2299.83823982857	1754.38756325	1407.65082815	1161.60901461429	3278.46365575	3548.682425125	1393.5484759	1063.8490456375	910.12561025
CTNND1	489.809653314286	260.9705218625	245.10816065	363.442724885714	840.923068975	966.0420518125	224.388466825	373.850597425	296.927133825
RNF44	3212.27002527143	896.0412106	598.537841325	2374.76464185714	2973.860297875	3989.329906	887.696771475	2142.834279375	1661.01703125
TMEM49	2401.12721714286	959.744083725	1209.8382514	1996.446842	2963.213956125	4080.425236625	694.2313729	1969.307785625	2122.759501
UBASH3B	188.568349728571	187.415111625	292.94426976	244.261251771429	499.337885075	643.23933955	140.914559425	237.138437525	254.602397275
ABHD3	661.913608957143	421.248981425	730.643569725	503.242704742857	987.634310275	1240.138518975	233.2719226	541.14531325	761.491475325
IFI44	969.491001957143	437.641511725	540.8137107	1235.15813635714	1484.8088433125	2286.574798475	425.640117425	1123.2055806375	1162.604542175
NUDCD1	281.193085228571	393.36777395	348.7928567425	536.0762655	725.58658395	839.9932250875	186.41138977	555.25145855	363.5032125
GPN3	1492.39278068571	1168.928650525	1530.01357665	1257.42726787143	2601.016867875	3142.343094375	895.376670525	1176.083358225	1278.05781655
C18orf32	1048.15006424286	488.183566525	388.4249205	1073.96823372857	1367.7103983	1747.438287375	351.3728012	1037.75507155	1237.266518725
SNRPD3	5153.69273142857	1821.66444625	2690.29162175	2706.45421457143	8402.147801375	7920.958662	4398.9025185	3088.0999455	3398.12846425
MOBKL1B	834.564373657143	826.726295875	603.191916125	563.6264348	1399.2622979625	1523.8798461625	375.893170525	624.2854187625	714.895617625
CD47	1950.585373	1155.80464375	1324.30253105	1639.18241742857	2976.305841	3716.455982375	1004.2430565	1635.1843660875	2452.4103995
NUDT5	2635.10318471429	1768.378484	2248.72741645	1571.59142214286	3803.352178375	4062.832003125	1396.278282475	1620.7521615125	1672.5059025
APOC1	444.717068927571	2227.60101015	819.28611361	9.26961710871429	52.85778472	8.835149718125	7722.88421675	40.925887070375	10.351948028
HBB	23632.7250857671	43942.8337355	20850.71090675	69.5574284551429	167.95692025725	405.62047245375	49166.31748	184.7494037775	25.145930688
HBQ1	83.4064764667143	373.282548425	91.4241941325	4.89760486871429	3.924588206875	3.077197631625	1128.4811556	5.28996214325	3.92374151375
PPP1R14A	102.696734164143	92.426308865	75.7784976875	16.4671863698571	44.30940951525	32.528842526625	1675.3309675	31.621337896375	23.59125237975
ANK1	210.538986665	1326.1348203	221.3714601	36.927035445	51.15666267125	40.455578439375	5209.07573825	80.469787792	46.4113264775
KCNH2	171.889588035571	773.552877325	189.10392157	7.51653734057143	31.855122680125	10.193517516	1501.22200555	54.560759611	9.816280773
ERAF	740.783885525714	908.9789710425	620.421030375	37.9538488885714	30.486495456	57.025152052	6296.36499675	75.49266420375	34.6495251875
NMU	29.224008695	1089.0462114425	210.48392031	31.3469757655714	26.16052771525	8.970996974	1655.50069995	27.074899293625	24.726542307
ST6GALNAC1	87.7806247281429	220.60091101	262.8846318325	6.53841492371429	42.968286073875	100.785848232	881.8430937	12.836164916125	4.3416205195
ADD2	142.84215856	451.9727935	46.8352336025	31.2020298322857	44.6880337875	30.737860675	1491.072018325	23.216088204875	30.59106521975
HBD	11422.1534505714	13700.12574325	1618.8610158	214.669992268571	517.2537694325	220.220517549125	25128.4377775	877.4361326125	81.219918495
GRTP1	21.8466773345714	308.6783983375	179.1319679625	6.92775814242857	10.135636444625	6.097771251875	581.701320925	18.038787412125	3.37220072875
HBG1	3913.10452102857	2017.92010312	2123.6366109675	165.781751806	64.053414130375	25.405928763125	5361.417468475	92.090489285875	33.6685057015
RBPMS2	232.569420420429	696.8943118	218.9349091875	22.2407110694286	153.72307290675	92.708185551875	1693.6662925	52.412600796	17.4336497775
CA1	906.080874442857	4184.87764415	1341.47924335	65.7125514085714	126.67255622625	89.93634505875	5516.05250975	75.845538845	56.6787051525
SELENBP1	281.938396308571	729.99611725	248.467715325	18.306947478	16.62029671525	17.96602677075	1287.804227575	25.842364117375	22.7626678735
TMEM56	20.9986274081429	118.964782214	106.08610497	7.68408200242857	8.332586422875	4.694785893125	444.841896175	15.591580963625	12.350876472
AKR1C1	382.755864171429	1916.334313975	1000.6829029925	503.915978914286	180.4123683775	259.12690508625	9996.464425	507.3727219875	259.4043685
NPW	29.5346180672857	53.9413047575	129.084175065	9.478038921	59.65887534225	28.805819917875	454.534890675	24.750874453875	4.417234598
NECAB1	10.2750311951429	33.62609824	119.1546753225	17.3851895538571	2.47577685	5.08530357325	228.42591965	6.16887619175	12.41260717675
KEL	539.679581365714	731.1768275	389.865779275	45.422295619	58.175237661	56.852624992875	2013.62820925	55.482934815	31.8725838025
XK	230.983661295714	872.8142693225	175.561283135	61.4392593085714	73.007370055	39.098716584375	1834.37268275	225.2062588725	20.5133291695
PKLR	20.69448364	107.6002977575	57.52095185	12.509675865	10.57258700625	8.048382897875	344.544223275	8.85191509075	14.35442018275
C4A	155.7946494	1177.14642755	833.030737875	71.2213110052857	95.034621887625	70.3823604325	2187.550395	83.63003494125	77.77420215925
EPB42	236.944420364286	729.204653575	61.0771217425	29.734498863	23.145415098125	18.327637664375	830.580150275	21.92538347125	24.7989939975
RNF182	23.0731773608571	270.7042616625	227.954860075	19.3990832908571	20.76347707325	13.7780785945	482.42411975	22.504921063625	18.87104606075
RYR3	411.473449538571	573.8623608	478.2989398	165.312975691429	59.41005492875	61.34179468875	2872.7543966	279.9517154	37.2001866275
UBASH3A	52.0564408505714	114.875739178	53.1626267	16.6573926051429	10.404863291375	13.193260408875	516.3981632675	14.12140128875	11.2330670025
FAM178B	82.8570562642857	726.4438835	1074.791173325	36.2762069751429	92.82864177875	44.28161630725	1398.3887665	79.378488635	29.3316262755
GAD1	39.3684183892857	251.36137860125	73.48641385	15.5407987564286	17.9010356	19.167594992	526.215474325	24.0278329765	9.51816734525
AKR1C2	291.758237528571	929.5044723	713.0637825	196.608641331429	103.84734421625	92.91405464675	3620.812447	237.50882858625	123.988875625
CNRIP1	2379.01042720143	5690.82958925	971.581664875	122.100826461429	1320.6249137475	208.85615292	5879.6707895	955.2615895375	21.648214081
HES6	480.601247141429	156.6548324975	63.1095199	24.3228291654286	223.033487960125	174.662970792875	999.58914905	18.92026371025	10.0037162215
APOE	80.43401322	387.098393975	126.63079778	22.6209325828571	18.415566010125	18.658287966125	620.4730356	27.711714605	15.34694190325
CDH1	34.84341306	319.46095315	174.90133412	47.3285695614286	10.88740739925	18.117436994125	631.187584225	45.100214446	16.4688995735
HBG2	4153.32371244286	2047.888748325	2446.128659175	239.918267758	96.5469666	67.776525343875	5454.09148	126.48934680125	78.179963795
TRIB2	272.269904334143	409.4720318	145.1587486875	18.3663876994286	58.248194938875	34.423092009625	785.220599925	38.7242873665	466.2615914
TGM2	74.7587185539286	82.3980457075	81.8842788575	12.4960981355714	15.9336395995625	16.4424966385	285.88497945	10.803036681	10.41904446825
UBXN10	72.5023627457143	122.8833804875	82.15270196	30.6581607838571	31.1764862925	26.744424149625	462.043463975	20.71894028675	19.8981951845
NFIA	27.8786068928571	479.4972702	207.47537331	573.077195342857	14.437944793375	28.006408513	1190.79113475	515.6265914	118.04405511
FAM65C	76.0856663394286	832.499069575	97.653689735	204.909912174286	20.078429364875	25.207881731	975.99314345	294.3185062875	40.326709865
CD36	750.940052937143	674.70222661	350.736340325	17.8779237705714	379.7315518	542.512082867	1562.207136875	139.874854329125	27.43638630575
TUBB2A	938.154638114286	769.601519675	363.57151042	87.5115130514286	605.92243422375	480.6631589	2282.060173925	80.43763721875	65.95424221175
ITGA2B	247.527403988571	1491.1157609	328.8413023175	70.3172775371429	132.0220259375	69.01114303375	1756.441669325	185.43835940375	17.532241787
CDC42BPA	56.6819552	624.16712675	396.8333175375	433.239216957143	39.993180438875	31.388469149375	1642.30809575	399.87904995	338.623117775
IFNA1	36.765441899	73.76117287	94.38820481675	13.314490692	16.472609913	16.36344143525	222.848356425	21.235611221625	4.00818139525
CD14	76.941455234	238.01126609	64.4911902475	23.9334871085714	10.477267298125	13.45868208225	244.964677025	11.93242885625	20.54625198225
MARVELD2	129.940872121857	251.55468028625	73.11331497	38.2302813921429	49.6059762093125	58.587170312	636.6767080175	39.7914085723125	31.016365586125
MYH10	117.412560117143	1625.6356925	186.419976955	1090.05286224286	80.0996170075	65.7190903025	2836.488574	989.7160208625	360.185587825
LDB1	966.3143168	785.60070235	291.72004045	128.870713631429	298.5933226625	277.3225663325	3364.44173125	208.6088658725	182.5563508525
HLF	11.5357749225714	146.6944301125	290.65503847	4614.50422471429	25.40593012725	186.963980219125	100.159681935	2435.0197996	852.72798695
NAP1L3	53.2767335322857	541.3241169	446.63317164	3223.35512385714	51.470888336625	161.388758846375	271.924998225	2969.383499	1481.61306075
EVI1	41.5860172971429	374.49888075	194.5989466975	3676.71170214286	30.669386995375	64.884432295	496.503460325	2546.80148925	325.04255625
PLS3	186.871639474	459.1448512225	251.54596953	2325.08702314286	124.916641499125	154.982584717	142.2792904975	1882.487729	680.048708975
TMEM200A	98.4813252487143	84.1004170625	113.45236536175	3235.49190957143	114.68215532175	194.06938101875	160.56851617975	2354.7557505125	8505.44231275
BEX5	101.165282655714	883.03892585	600.5446168	3565.76287485714	83.786929726375	153.630587000875	293.892532825	2645.0532902125	689.19822125
PBX1	37.2147912014286	1010.61145625	102.1652698825	901.828815371429	19.805312224375	40.958250052125	602.30527995	1151.35878175	439.033950875
PCDH9	162.117263654286	827.623691875	242.054766375	3418.73878232857	61.61696699575	253.1575157915	478.4939646775	2905.8068437625	722.03026455
BEND4	53.5258729087143	383.2492939375	364.71589465	1316.22565314286	59.68587626275	43.7617604925	236.327989205	1316.4908342375	956.926637
MLLT3	113.290660464286	688.01635875	431.1593915075	3124.63880457143	92.29305751225	186.859280600875	560.034222925	2541.794092625	833.141893
NKAIN2	52.2414763352857	135.7662170275	206.21385439	900.699799771429	16.62738889375	26.3101945175	68.0756417925	736.1373485875	883.4829573
CHRDL1	42.0744592305714	208.0843558875	530.7158279	2096.61236362857	24.77865837475	29.58223309825	135.90307266	1552.75796005	2535.77496325
VIP	39.6491938728571	120.57159524	152.0544272175	329.321059408571	10.54403796825	36.341106935375	82.168786024	294.5330943725	15.06084998
EFHA2	33.9032100024286	108.412660177	94.58957534875	494.914951628571	85.413966111	112.25495005675	186.2634052065	555.8028207	295.162349325
PLOD2	23.6487556244286	464.290277125	125.1926487475	687.755576357143	21.709469933	20.0565220975	501.111128475	650.6489356	191.1323901
SH3BP4	109.6954625025	239.36645036875	423.02787611	1240.83422794829	106.98983258475	145.946990908625	60.382191035375	1121.66232390363	1087.65412802638
ROBO1	33.5260135021429	138.420756585	180.595239765	1044.52478644286	16.40336134775	22.353619773	203.54209354	750.92019415	822.465142
MYCT1	60.7428352742857	275.827573175	147.2571575225	844.991431942857	26.51904929175	46.580845546875	210.4963324275	768.8250545375	51.437781855
CLGN	70.8125944085714	333.214789	896.99399397	1203.59594871429	177.68374953425	84.837765859125	231.67806745	1099.358214025	581.661706275
GPR126	232.279213764286	385.27325475	216.4886193325	2221.631615	195.999044665	638.49855387625	64.26947419	1570.33984475	998.453188125
ACOX2	14.1859123732857	200.1921737375	49.53427168	618.646855571429	15.57637187425	27.38385940925	144.8336495475	453.4397740375	193.3380524325
BEX1	2235.842032	1950.858117975	1536.263836475	8254.01459657143	1946.9902965125	1544.1759892475	557.92872805	5799.276704	903.42547705
PDZD2	31.132674364	148.646132925	107.1982936725	487.790997785714	29.9693730565	38.301821475375	97.885269015	464.0083117875	79.2471268325
PROM1	229.859895665714	1735.8292565	1967.84631525	9503.97811771428	1249.97692153125	1477.70174827125	251.74209206	7860.599700875	9213.48720025
ATP9A	459.319700922857	191.565757145	463.03712915	2667.79794685714	376.879465383875	461.330069338	46.5996953125	2116.737910375	2510.3726165
GATA3	88.8170950938571	88.0115205025	112.2491908	619.8440919	16.17521708175	33.26111541825	192.2405572625	439.9736744875	145.36225424
ALDH1A1	44.5029316925714	686.381646825	153.30009366	1631.38180104286	98.2676904745	152.124924614	637.4279566	1119.1759253875	148.593296695
BEX2	707.633830271429	2048.345455	1330.78255225	6764.64064885714	500.41604480375	538.49720369325	1617.71176715	6566.04992525	5479.2302425
EREG	157.515769275714	1873.634811	2087.824684775	1984.9098798	322.220442812625	109.6154622425	545.2292518825	1871.6240493	120.95195338475
FHL2	120.829987772857	1208.668264175	422.976730275	949.356349885714	50.6144306185	49.67906419825	1119.966853875	1132.2710140875	179.6343891525
FSTL1	152.3905906	873.1020019	663.4204087875	1759.814099	132.37252877475	125.623399668375	379.070079175	1702.119556375	808.634514375
DPPA4	107.591661602857	398.964512775	219.30795321	1179.3179755	125.2113993325	105.239529745625	231.33198841	1230.748544525	935.878893525
NUDT11	65.5346424971429	468.367997515	450.701578425	931.704036985714	50.397478909125	47.687330564375	204.7970293375	953.9381513375	555.458146775
HMGA2	61.1307257007143	299.5276769375	216.59946729125	1382.88945390714	26.04419716425	41.914337510875	324.62504130625	1032.94213318925	807.053360159125
LRRN1	64.1143799344286	83.312326985	224.306241895	281.655471314286	25.05076116725	45.440280971875	105.81899088625	366.3983334375	253.73980345
ELOVL7	87.1428776745714	576.932764425	245.30949829	1219.35109314286	96.4083930505	81.69786763125	178.6178838325	1098.3300224625	243.4902794625
DLK1	51.6910451614286	387.101971775	318.773045645	1446.04903474286	46.548202263	129.89738819725	283.9833600225	866.2326224125	110.592822085
C9orf125	24.6309610312857	453.14154382	149.7154484475	561.704441407143	35.03443852975	37.78243875475	818.675257175	674.684464665	30.06313927625
MPDZ	39.4270121931429	176.1272349175	57.14625	536.398602842857	33.271167198125	52.101671173625	93.6944348425	498.85403835	102.0516515425
FAM19A2	27.2864535885714	793.851443575	292.644317005	1481.9882089	28.484953930125	74.987490588125	345.6578165175	981.3697666875	52.18896103125
CRHBP	179.798699664286	543.7969605	201.3290384875	3570.88184957143	177.83001022625	373.796568075	238.34185246	2586.3150205	496.66824855
CALN1	64.8947241705714	377.88894965	139.0866727325	1142.48698927143	42.2076647725	91.94246575875	159.17759973	894.4221552125	333.60015835
LIMCH1	37.9015214128571	94.7330431	158.386672895	700.247909328571	17.619500518875	48.148084474125	156.32757582	499.27853985	27.72295759925
NSUN7	26.9046186481429	175.478621435	70.50489306575	552.185493871429	30.152072958125	25.293359544125	111.54648494425	366.901702025	331.019663725
PLAG1	74.4117059205714	177.795801275	134.0616634025	955.131233428571	22.445695631875	74.056723455	630.212686725	791.3887500125	658.0997624
NRIP1	508.912590614286	1613.18752685	906.0777243	10068.0342905714	727.633069325	1054.3676546875	562.28756645	9340.60004775	6474.3897155
ARMCX2	41.1080128715714	63.0438630925	308.706913975	1109.05922645714	67.714357056625	89.5738747225	83.0198173125	657.52375965	491.352205075
TUSC1	156.099269551429	1797.44245125	1110.407002575	2955.26604142857	184.3628537285	248.742368174875	2352.77638625	2738.59624775	1721.3018125
FREM1	50.4637030511429	383.816009975	51.9494207775	163.447378215714	98.970072493125	56.627479307	77.6457605475	257.39020150625	17.64717798725
LRCH2	26.9132478875714	86.912579293	120.051271815	301.7680817	6.2795505275	25.883455638125	40.1912561435	199.8534002875	75.580658925
RGS18	1032.15832887143	712.5327657	262.470730765	303.825514414286	1289.3371386975	1302.6796430975	170.7971216325	611.7879348475	61.43968644325
CLU	342.656377397143	488.57847105	338.548610325	594.723817087143	418.58363822625	357.655659706625	246.419931575	578.62936923	18.327550293
WT1	354.450996544286	156.864071625	81.1596356525	29.8145080935714	343.29932545	378.070013332875	60.2479118725	54.95648650625	8.62823997775
GMPR	613.971813085714	1218.2606811	419.166874075	456.310480428571	607.959808535	311.035690202625	1939.45980415	787.3676125	46.0052333625
ZBTB16	1875.08345164286	2076.029049	871.396323625	1206.68328725714	1689.8573761625	930.5547016125	1326.680865575	2321.330315325	213.6882111375
GAS2L1	315.990930385714	535.595504075	102.810025275	76.9408597014286	198.41955118	171.76967986125	492.8619135925	160.47237916875	21.6812819265
PDLIM1	13259.5728904286	7156.96086125	1981.35848575	2348.34723495714	12690.6851635	11901.93830425	7564.41145375	3309.4247195	797.816101725
MGST1	1573.8237088	1244.4316325	2323.68221975	985.471149085714	3469.958075	2850.5643590125	417.0265098	879.2244847875	241.0005063625
CA2	1009.37057258571	1053.0755721775	202.85247962	456.108273701429	410.793322825	241.10271319	677.687717175	647.6459751375	79.6157044645
MARCH11	81.7151936414286	204.77917431725	392.081978025	52.2681015371429	43.213119015	38.3009307275	72.032733321	47.74384597075	13.93580958325
SVOPL	239.50736226	371.99870219	314.2720577775	234.076394085714	400.751329025	201.51176530125	383.2958401	234.8030403125	62.67464932
C2orf88	189.2884266	760.6843066375	531.6604074	217.967242378571	71.033388416875	83.257409675375	376.6517703875	345.758454995625	37.5409630195
KIF4A	205.92149954	888.596289975	523.106616625	148.405158714286	330.4236955	148.468283695	472.92229795	125.910813775	54.43953355125
SCG5	171.570330082857	161.1680159475	124.0939683325	103.031423391429	92.640723085	70.3495436275	77.7222482225	89.09641626625	11.6307981965
LOC348751	103.826293045714	198.3465785	237.0352063975	128.447094942857	141.6035175875	184.21592989	56.05641893575	99.599411785	16.072809551
CD151	264.372670071429	477.55073955	551.541161175	147.409975877143	191.04848711625	172.86200431375	612.964461225	100.4612084125	46.9155879855
STEAP3	143.961128554286	278.44230055	215.6876960575	47.5007299728571	172.089728375	150.195081055	269.2204569	74.5303885025	21.293264764
ZNF804A	522.881037841429	378.2075295	347.833426925	480.576318871429	573.0716728025	832.263291885	215.86925393	449.1563647875	83.9971236425
CENPV	436.281268814286	1054.759134925	343.05047275	485.529628385714	629.9754228	525.8484614875	1210.367042275	559.0242629	133.560178355
SERPINB11	71.1703316728571	137.35928975	103.8436069125	41.4389141885714	37.078828342125	39.1614208125	82.3051259725	34.005209527375	17.039385711
KRTCAP3	105.567402357143	63.9405607375	129.0068151625	119.110253828571	72.53530844875	68.1922919975	195.7154699175	114.78776190875	21.1929446025
GRB10	2025.40933237143	2111.88729675	1155.483292525	778.609472628571	1456.0345756875	1427.62638096875	2293.01820975	932.1205209625	304.201040725
PLXDC2	263.663565037143	502.4703391	291.20194477	300.1321389	229.6312228625	220.6390182875	264.62950135	344.5371444875	64.213785235
STAT4	502.649409985714	642.63802975	503.9659169	539.245079871429	515.753575	539.4271781125	478.28678045	466.4504558625	129.809982725
PIP5K1B	538.932797714286	1109.554873325	375.406505525	1040.52436778571	868.448729525	688.0121869875	1100.51751015	1023.858984475	214.885187125
